Date,Open,High,Low,Close,Adj Close,Volume
2022-04-04,8988.000000,9164.400391,8931.500000,9009.700195,8964.042969,511585
2022-04-05,9090.000000,9090.000000,8850.000000,8878.349609,8833.358398,617070
2022-04-06,8875.000000,8990.000000,8762.000000,8893.650391,8848.582031,372750
2022-04-07,8907.000000,8938.250000,8703.000000,8747.799805,8703.469727,343816
2022-04-08,8791.549805,9088.000000,8621.000000,8685.200195,8641.187500,778818
2022-04-11,8723.000000,8820.000000,8620.000000,8711.150391,8667.006836,420571
2022-04-12,8740.000000,8741.000000,8326.400391,8409.250000,8366.635742,599014
2022-04-13,8470.000000,8635.000000,8350.000000,8383.799805,8341.314453,397311
2022-04-18,8319.000000,8319.000000,7789.799805,7815.950195,7776.342773,685016
2022-04-19,7944.000000,8040.000000,7580.000000,7693.149902,7654.164551,831426
2022-04-20,7777.950195,7975.000000,7733.049805,7807.700195,7768.134277,676897
2022-04-21,7940.000000,8190.000000,7825.750000,7903.850098,7863.797363,1376486
2022-04-22,7876.000000,8480.000000,7795.000000,8358.000000,8315.645508,1546038
2022-04-25,8319.000000,8320.000000,7980.000000,8009.399902,7968.812012,642502
2022-04-26,8167.000000,8225.000000,7802.000000,7842.350098,7802.608887,636737
2022-04-27,7842.350098,8125.500000,7461.000000,7980.850098,7940.406738,1383493
2022-04-28,8052.700195,8178.649902,7801.000000,7843.500000,7803.752930,648047
2022-04-29,7974.000000,7988.000000,7720.000000,7746.000000,7706.747070,468423
2022-05-02,7690.000000,7817.549805,7531.000000,7672.250000,7633.370605,417790
2022-05-04,7748.000000,7888.000000,7679.549805,7776.500000,7737.092285,495595
2022-05-05,7815.000000,7940.000000,7754.000000,7826.200195,7786.540527,244579
2022-05-06,7575.000000,7721.600098,7487.000000,7508.000000,7469.953125,499986
2022-05-09,7468.000000,7468.000000,7147.000000,7227.299805,7190.675293,540875
2022-05-10,7168.000000,7305.000000,6771.000000,6815.700195,6781.161621,602605
2022-05-11,6801.000000,6990.000000,6432.000000,6872.500000,6837.673340,1162695
2022-05-12,6805.299805,6975.000000,6601.549805,6884.500000,6849.612793,890703
2022-05-13,7180.000000,8000.000000,7119.200195,7886.649902,7846.684082,2734940
2022-05-16,7960.000000,8261.000000,7913.450195,8121.149902,8079.995605,1483361
2022-05-17,8139.950195,8234.700195,8021.000000,8197.549805,8156.008301,739730
2022-05-18,8258.099609,8499.000000,8245.000000,8437.700195,8394.942383,997190
2022-05-19,8075.000000,8317.650391,8020.000000,8261.500000,8219.634766,719905
2022-05-20,8510.000000,8620.500000,8316.000000,8412.400391,8369.770508,750432
2022-05-23,8419.950195,8585.000000,8400.200195,8541.750000,8498.464844,546351
2022-05-24,8600.000000,8690.000000,8405.000000,8457.400391,8414.541992,563544
2022-05-25,8581.000000,8589.849609,8092.000000,8121.200195,8080.045898,766623
2022-05-26,8150.000000,8380.000000,8150.000000,8258.250000,8216.401367,638433
2022-05-27,8470.000000,8470.000000,8301.200195,8336.900391,8294.653320,418901
2022-05-30,8450.000000,8513.799805,8015.000000,8076.700195,8035.771484,555822
2022-05-31,8180.000000,8820.000000,8092.250000,8381.099609,8338.627930,5673542
2022-06-01,8612.000000,8821.950195,8525.599609,8606.000000,8562.388672,654606
2022-06-02,8649.000000,8689.000000,8560.000000,8629.150391,8585.421875,325702
2022-06-03,8740.000000,8775.950195,8366.299805,8433.299805,8390.563477,354646
2022-06-06,8400.000000,8758.400391,8324.000000,8696.250000,8652.181641,685885
2022-06-07,8680.000000,8770.000000,8582.000000,8618.349609,8574.675781,393626
2022-06-08,8630.349609,8710.000000,8552.200195,8608.950195,8565.324219,210199
2022-06-09,8595.000000,8740.000000,8560.000000,8693.599609,8649.544922,339870
2022-06-10,8620.000000,8665.200195,8550.000000,8602.900391,8559.304688,213882
2022-06-13,8470.000000,8696.000000,8411.599609,8462.000000,8419.118164,487797
2022-06-14,8439.950195,8555.500000,8375.000000,8386.750000,8344.250000,230884
2022-06-15,8475.000000,8521.799805,8111.100098,8159.649902,8159.649902,311273
2022-06-16,8340.000000,8369.000000,7775.000000,7991.899902,7991.899902,531165
2022-06-17,7875.000000,7925.000000,7680.500000,7812.850098,7812.850098,645946
2022-06-20,7810.000000,7812.799805,7200.000000,7254.850098,7254.850098,628149
2022-06-21,7301.000000,7600.000000,7123.000000,7551.600098,7551.600098,954372
2022-06-22,7550.000000,7625.000000,7351.000000,7492.299805,7492.299805,542906
2022-06-23,7500.000000,7848.700195,7481.600098,7788.049805,7788.049805,562596
2022-06-24,7900.000000,7964.850098,7738.049805,7794.350098,7794.350098,396405
2022-06-27,7940.000000,8050.000000,7861.750000,7991.600098,7991.600098,403762
2022-06-28,7958.000000,8060.000000,7915.000000,8036.700195,8036.700195,273264
2022-06-29,8000.000000,8231.000000,7951.399902,8186.350098,8186.350098,435851
2022-06-30,8225.000000,8329.950195,8085.000000,8170.549805,8170.549805,279462
2022-07-01,8170.549805,8239.000000,8022.000000,8152.049805,8152.049805,270194
2022-07-04,8205.000000,8235.000000,8050.100098,8081.399902,8081.399902,155702
2022-07-05,8124.000000,8148.950195,7970.000000,8003.200195,8003.200195,165819
2022-07-06,8035.899902,8090.000000,7912.000000,7973.850098,7973.850098,186608
2022-07-07,8114.000000,8150.000000,8009.000000,8082.899902,8082.899902,185172
2022-07-08,8125.000000,8144.850098,7952.000000,7993.149902,7993.149902,194361
2022-07-11,7948.000000,8120.000000,7815.649902,8046.000000,8046.000000,242078
2022-07-12,8000.000000,8075.000000,7933.000000,7958.000000,7958.000000,149473
2022-07-13,8004.000000,8017.899902,7685.000000,7711.399902,7711.399902,307560
2022-07-14,7777.899902,7844.950195,7636.000000,7799.549805,7799.549805,352503
2022-07-15,7940.000000,8119.000000,7863.000000,8060.600098,8060.600098,1018820
2022-07-18,8100.399902,8185.950195,8064.000000,8104.049805,8104.049805,288203
2022-07-19,8095.000000,8145.000000,8032.000000,8079.399902,8079.399902,191826
2022-07-20,8131.000000,8215.000000,8075.000000,8113.799805,8113.799805,250148
2022-07-21,8111.000000,8234.000000,8085.000000,8196.299805,8196.299805,220488
2022-07-22,8232.000000,8464.700195,8210.549805,8386.299805,8386.299805,496087
2022-07-25,8385.000000,8550.000000,8319.200195,8529.400391,8529.400391,388514
2022-07-26,8545.000000,8573.450195,8302.099609,8361.299805,8361.299805,236934
2022-07-27,8361.299805,8500.000000,8343.049805,8481.400391,8481.400391,168885
2022-07-28,8545.000000,8621.000000,8470.049805,8560.000000,8560.000000,199445
2022-07-29,8620.000000,8700.000000,8551.000000,8690.049805,8690.049805,240863
2022-08-01,8724.000000,8828.650391,8653.799805,8720.599609,8720.599609,245069
2022-08-02,8702.000000,8704.000000,8590.099609,8641.750000,8641.750000,167283
2022-08-03,8625.000000,8870.000000,8600.000000,8840.299805,8840.299805,408450
2022-08-04,8895.000000,9024.950195,8760.000000,8956.700195,8956.700195,422086
2022-08-05,8953.000000,9425.000000,8888.000000,9308.599609,9308.599609,1150442
2022-08-08,9321.200195,9631.000000,9312.549805,9555.200195,9555.200195,643666
2022-08-10,9649.000000,9700.750000,9400.000000,9461.500000,9461.500000,366217
