Date,Open,High,Low,Close,Adj Close,Volume
2022-07-18,295.000000,296.299988,293.750000,295.299988,290.715179,11315876
2022-07-19,295.000000,295.600006,292.700012,294.600006,290.026062,9188419
2022-07-20,294.899994,299.500000,293.600006,298.200012,293.570190,15789281
2022-07-21,299.000000,302.200012,298.000000,299.549988,294.899200,16042840
2022-07-22,300.000000,302.500000,298.100006,300.549988,295.883667,9967545
2022-07-25,299.000000,302.950012,298.799988,301.100006,296.425140,10640727
2022-07-26,301.000000,303.750000,300.450012,302.450012,297.754181,9739177
2022-07-27,302.850006,305.000000,300.600006,304.149994,299.427795,9346146
2022-07-28,304.899994,305.200012,302.399994,303.450012,298.738678,10839070
2022-07-29,305.000000,305.899994,301.350006,303.049988,298.344849,16932743
2022-08-01,304.000000,308.799988,303.100006,307.500000,302.725769,15889556
2022-08-02,310.000000,316.649994,308.200012,309.950012,305.137756,38982557
2022-08-03,310.899994,310.899994,303.649994,308.149994,303.365662,17695228
2022-08-04,308.000000,310.350006,307.149994,309.500000,304.694733,15901918
2022-08-05,309.500000,311.799988,309.100006,310.850006,306.023773,10088723
2022-08-08,310.950012,313.950012,310.049988,313.149994,308.288055,8307140
2022-08-10,313.149994,314.100006,310.750000,311.200012,306.368347,8923568
2022-08-11,313.000000,313.450012,305.299988,306.250000,301.495178,10885990
2022-08-12,306.250000,309.399994,304.500000,308.549988,303.759460,6422504
2022-08-16,308.549988,311.500000,308.549988,310.549988,305.728394,8609864
2022-08-17,311.700012,313.250000,311.000000,312.549988,307.697357,7975854
2022-08-18,313.000000,316.000000,312.600006,315.649994,310.749237,9883851
2022-08-19,316.149994,316.149994,311.200012,312.000000,307.155914,10422413
2022-08-22,311.200012,317.000000,311.000000,314.399994,309.518646,11355837
2022-08-23,312.950012,316.000000,312.100006,315.899994,310.995361,9338887
2022-08-24,315.750000,319.450012,313.049988,314.100006,309.223297,11346892
2022-08-25,315.450012,316.399994,311.600006,312.350006,307.500488,7759104
2022-08-26,314.750000,315.399994,312.000000,312.899994,308.041931,6956588
2022-08-29,310.000000,314.950012,308.850006,313.549988,308.681824,11361400
2022-08-30,314.250000,321.399994,314.250000,320.500000,315.523926,17829428
2022-09-01,319.500000,321.899994,316.000000,317.600006,312.668976,13254985
2022-09-02,318.700012,324.250000,318.049988,323.149994,318.132782,25758860
2022-09-05,325.000000,329.600006,323.750000,328.850006,323.744293,17471906
2022-09-06,330.000000,330.000000,326.399994,327.149994,322.070679,11970750
2022-09-07,326.000000,328.299988,325.250000,326.100006,321.036987,8085824
2022-09-08,329.000000,330.600006,327.500000,329.899994,324.777985,10911130
2022-09-09,330.600006,333.299988,330.000000,330.500000,325.368683,9408098
2022-09-12,332.000000,332.399994,330.000000,330.899994,325.762451,8712689
2022-09-13,331.700012,335.000000,330.600006,334.399994,329.208130,10520207
2022-09-14,331.000000,339.000000,330.950012,335.350006,330.143372,12267025
2022-09-15,336.399994,337.049988,332.899994,334.100006,328.912781,8418672
2022-09-16,332.350006,334.600006,329.700012,331.299988,326.156250,12492851
2022-09-19,329.100006,336.899994,329.100006,335.600006,330.389496,14365461
2022-09-20,338.750000,339.600006,335.000000,336.000000,330.783295,9526068
2022-09-21,336.000000,345.200012,335.500000,340.950012,335.656433,20992080
2022-09-22,341.000000,348.750000,340.899994,345.049988,339.692749,24179987
2022-09-23,347.500000,349.549988,343.299988,346.399994,341.021820,22838807
2022-09-26,344.850006,345.950012,331.750000,332.600006,327.436066,16205789
2022-09-27,335.000000,339.549988,334.000000,334.850006,329.651154,9991052
2022-09-28,331.950012,333.299988,324.299988,324.950012,319.904846,15552911
2022-09-29,329.000000,334.899994,327.750000,333.049988,327.879089,18281337
2022-09-30,333.049988,335.750000,330.149994,332.200012,327.042297,12427919
2022-10-03,332.899994,333.000000,323.250000,324.399994,319.363373,9111289
2022-10-04,328.700012,334.000000,328.000000,332.850006,327.682190,8803255
2022-10-06,335.000000,339.299988,332.549988,336.649994,331.423187,22235092
2022-10-07,336.799988,336.850006,331.299988,334.100006,328.912781,10506078
2022-10-10,330.000000,331.450012,326.049988,327.850006,322.759827,9388996
2022-10-11,329.000000,330.450012,325.100006,326.299988,321.233887,10609956
2022-10-12,327.950012,331.450012,324.750000,330.100006,324.974884,10337544
2022-10-13,329.950012,331.299988,328.000000,328.649994,323.547394,7266724
2022-10-14,332.299988,333.899994,330.850006,332.100006,326.943848,6424915
2022-10-17,331.100006,334.750000,329.600006,332.250000,327.091522,6929063
2022-10-18,333.950012,341.000000,333.549988,340.299988,335.016510,20887417
2022-10-19,343.100006,347.450012,339.799988,346.350006,340.972595,16296080
2022-10-20,347.000000,350.950012,344.799988,349.700012,344.270599,18474706
2022-10-21,353.200012,353.200012,344.500000,345.600006,340.234253,27372160
2022-10-24,348.950012,349.700012,347.000000,347.700012,342.301636,3170564
2022-10-25,349.450012,349.500000,343.649994,346.299988,340.923370,17242211
2022-10-27,346.649994,348.350006,343.850006,345.799988,340.431122,18558597
2022-10-28,347.549988,348.600006,345.100006,345.799988,340.431122,13069167
2022-10-31,348.000000,350.500000,344.750000,348.700012,343.286133,13825970
2022-11-01,349.250000,350.500000,347.200012,349.500000,344.073700,19665200
2022-11-02,348.500000,356.250000,348.500000,354.649994,349.143707,16781507
2022-11-03,354.000000,358.500000,353.000000,353.700012,348.208496,10736155
2022-11-04,354.000000,356.000000,352.500000,353.600006,348.110046,8386849
2022-11-07,355.000000,356.350006,350.000000,353.500000,348.011566,10050303
2022-11-09,353.500000,361.450012,353.200012,360.700012,355.099792,20611075
2022-11-10,359.000000,359.899994,354.100006,356.000000,350.472778,19327625
2022-11-11,360.000000,360.950012,354.649994,356.350006,350.817352,10950902
2022-11-14,356.350006,356.950012,346.600006,347.200012,341.809418,17639889
2022-11-15,348.950012,348.950012,339.149994,345.250000,339.889679,15451411
2022-11-16,345.700012,346.850006,341.649994,344.100006,338.757538,7604924
2022-11-17,344.100006,347.450012,342.600006,343.700012,338.363739,9994270
2022-11-18,343.700012,344.750000,339.799988,341.049988,335.754852,7838297
2022-11-21,339.100006,340.000000,334.399994,337.200012,331.964661,9198816
2022-11-22,337.000000,341.000000,335.700012,340.250000,334.967285,6495845
2022-11-23,342.000000,342.000000,337.500000,339.799988,334.524261,7768291
2022-11-24,339.799988,342.500000,337.549988,340.750000,335.459534,8140857
2022-11-25,341.000000,341.899994,337.799988,340.299988,335.016510,6933254
2022-11-28,340.000000,341.750000,338.750000,340.049988,334.770386,9902739
2022-11-29,340.000000,345.000000,340.000000,342.299988,336.985474,10189855
2022-11-30,341.250000,344.149994,339.000000,340.000000,334.721191,22556502
2022-12-01,341.700012,341.700012,336.799988,339.549988,334.278168,16630417
2022-12-02,339.350006,340.799988,336.750000,337.149994,331.915436,8388835
2022-12-05,337.649994,338.850006,334.149994,336.750000,331.521637,9716390
2022-12-06,334.100006,338.200012,334.100006,337.299988,332.063080,6327430
2022-12-07,338.500000,341.500000,336.649994,340.100006,334.819641,9813208
2022-12-08,340.200012,342.149994,337.500000,338.399994,333.146027,6200447
2022-12-09,339.750000,342.500000,338.000000,341.399994,336.099426,8132228
2022-12-12,341.000000,344.000000,340.100006,343.200012,337.871521,11214662
2022-12-13,344.500000,346.000000,342.399994,345.600006,340.234253,10693426
2022-12-14,346.000000,347.350006,343.750000,345.399994,340.037323,7379878
2022-12-15,344.750000,346.100006,338.000000,338.850006,333.589050,8154931
2022-12-16,337.500000,338.899994,331.299988,335.100006,329.897278,12429280
2022-12-19,336.799988,342.350006,335.350006,340.500000,335.213409,7812801
2022-12-20,340.049988,340.950012,336.750000,340.149994,334.868835,5482218
2022-12-21,341.000000,341.250000,334.500000,335.149994,329.946472,7045201
2022-12-22,335.649994,337.399994,329.899994,332.450012,327.288422,6584445
2022-12-23,330.899994,331.899994,325.350006,326.700012,321.627686,10073884
2022-12-26,326.500000,335.100006,325.500000,334.600006,329.405029,9566210
2022-12-27,335.600006,336.399994,330.149994,333.149994,327.977539,6727343
2022-12-28,332.850006,335.000000,331.500000,334.399994,329.208130,7737562
2022-12-29,334.350006,335.750000,331.549988,335.350006,330.143372,8105359
2022-12-30,335.399994,336.750000,330.500000,331.549988,326.402374,6960264
2023-01-02,330.899994,334.000000,329.649994,332.850006,327.682190,5951893
2023-01-03,331.500000,333.350006,330.250000,331.100006,325.959381,5997051
2023-01-04,331.850006,332.500000,326.000000,327.000000,321.923004,6689769
2023-01-05,328.649994,333.899994,328.200012,333.450012,328.272888,8171437
2023-01-06,334.700012,337.549988,333.100006,335.049988,329.848022,8284135
2023-01-09,336.950012,341.299988,336.149994,338.049988,332.801453,10618786
2023-01-10,337.899994,338.399994,332.549988,333.399994,328.223633,6949605
2023-01-11,335.100006,335.100006,331.299988,331.799988,326.648468,4584293
2023-01-12,333.399994,333.600006,328.100006,329.850006,324.728790,6638422
2023-01-13,329.850006,332.250000,326.399994,328.750000,323.645844,14412671
2023-01-16,330.350006,332.200012,327.549988,330.200012,325.073334,8253942
2023-01-17,330.200012,333.500000,329.100006,332.250000,327.091522,13712537
2023-01-18,334.000000,336.549988,332.399994,334.649994,329.454254,12555527
2023-01-19,334.000000,335.649994,331.649994,332.149994,326.993042,8346130
2023-01-20,332.000000,335.200012,329.250000,334.600006,329.405029,13103664
2023-01-23,336.000000,338.149994,333.049988,337.750000,332.506104,7124807
2023-01-24,337.799988,340.750000,337.600006,338.950012,333.687500,12302874
2023-01-25,338.899994,341.000000,335.250000,339.250000,333.982819,12497542
2023-01-27,341.799988,348.850006,341.500000,346.000000,340.628021,21040139
2023-01-30,346.899994,351.750000,341.850006,344.799988,339.446655,14091519
2023-01-31,346.000000,355.000000,341.049988,352.350006,346.879456,17134291
2023-02-01,353.000000,365.700012,329.100006,361.399994,355.788910,64518967
2023-02-02,361.600006,384.700012,360.399994,378.600006,372.721893,55745171
2023-02-03,381.899994,382.250000,372.000000,380.649994,374.740051,22295321
2023-02-06,382.500000,388.200012,379.600006,383.399994,377.447357,25790153
2023-02-07,383.899994,383.899994,368.450012,373.250000,367.454956,20643707
2023-02-08,374.750000,377.299988,371.549988,375.549988,369.719208,10420462
2023-02-09,374.000000,380.000000,372.149994,374.250000,368.439423,11861196
2023-02-10,372.200012,376.950012,370.299988,371.350006,365.584442,10278597
2023-02-13,373.000000,375.149994,370.000000,374.200012,368.390198,9901148
2023-02-14,375.000000,387.649994,373.750000,386.450012,380.450012,29125052
2023-02-15,381.750000,382.850006,378.549988,382.200012,382.200012,12209350
2023-02-16,382.000000,385.250000,381.000000,382.549988,382.549988,9775280
2023-02-17,381.049988,384.549988,379.250000,383.399994,383.399994,7672135
2023-02-20,384.700012,387.500000,381.299988,384.049988,384.049988,7804976
2023-02-21,385.000000,385.899994,381.700012,382.250000,382.250000,8259574
2023-02-22,382.000000,384.899994,380.000000,383.850006,383.850006,8961077
2023-02-23,384.450012,394.000000,383.100006,387.600006,387.600006,18830592
2023-02-24,389.000000,389.000000,381.000000,385.100006,385.100006,12910220
2023-02-27,385.100006,386.799988,378.100006,382.200012,382.200012,8142319
2023-02-28,382.500000,384.250000,375.000000,376.700012,376.700012,16367477
2023-03-01,374.250000,380.399994,373.600006,378.700012,378.700012,7766667
2023-03-02,379.500000,379.750000,374.700012,375.549988,375.549988,5019603
2023-03-03,377.000000,385.399994,376.100006,384.950012,384.950012,8180709
2023-03-06,385.899994,392.500000,385.250000,388.149994,388.149994,10714339
2023-03-08,388.000000,393.149994,385.100006,392.399994,392.399994,8917699
2023-03-09,392.100006,393.600006,385.649994,387.500000,387.500000,9634283
2023-03-10,386.950012,390.200012,383.500000,388.000000,388.000000,8362265
2023-03-13,389.200012,390.899994,382.500000,383.649994,383.649994,8791872
2023-03-14,385.700012,386.450012,377.200012,379.700012,379.700012,10229766
2023-03-15,381.000000,384.299988,378.000000,379.399994,379.399994,8423692
2023-03-16,380.600006,382.350006,376.850006,381.450012,381.450012,15710094
2023-03-17,385.000000,385.000000,369.649994,375.549988,375.549988,48904254
2023-03-20,373.299988,379.350006,372.000000,378.799988,378.799988,10122167
2023-03-21,378.799988,378.799988,374.049988,376.950012,376.950012,11610832
2023-03-22,376.950012,378.850006,374.200012,377.750000,377.750000,4774867
2023-03-23,377.000000,382.750000,374.399994,380.649994,380.649994,9752326
2023-03-24,381.500000,383.000000,378.000000,378.700012,378.700012,9934501
2023-03-27,377.950012,384.399994,376.350006,380.200012,380.200012,10816352
2023-03-28,380.200012,382.350006,378.149994,379.750000,379.750000,9170535
2023-03-29,380.200012,384.000000,377.149994,382.750000,382.750000,10160322
2023-03-31,382.000000,384.500000,380.000000,383.500000,383.500000,9511189
2023-04-03,384.000000,384.000000,378.500000,378.899994,378.899994,7057654
